"segment_ID","segment_n","abs_SPL_2000dB","abs_SPL_2000dB_std","birdID","TripID","Sex","x_lon","y_lat","State","Dist_cro_shelf","Trip_state","WindSp","relDir","pointID"
1,1,69.7447936423143,-0.459482351515796,"201301_Interp","201301.1","F",50.3023,-43.9847499949244,"Travel",167.7175,"out",1.711488,26.63685,"201301.1.32"
0,2,71.1863403424278,1.41305283513271,"201301_Interp","201301.1","F",50.3023,-43.9847499949244,"Travel",167.7175,"out",1.711488,86.63685,"201301.1.32"
0,3,70.8911868277747,1.02965537627313,"201301_Interp","201301.1","F",50.3023,-43.9847499949244,"Travel",167.7175,"out",1.711488,146.63685,"201301.1.32"
0,4,69.7268371688485,-0.482807387319427,"201301_Interp","201301.1","F",50.3023,-43.9847499949244,"Travel",167.7175,"out",1.711488,153.36315,"201301.1.32"
0,5,69.1884168499123,-1.18220269122126,"201301_Interp","201301.1","F",50.3023,-43.9847499949244,"Travel",167.7175,"out",1.711488,93.36315,"201301.1.32"
0,6,69.8535458620385,-0.318215781349348,"201301_Interp","201301.1","F",50.3023,-43.9847499949244,"Travel",167.7175,"out",1.711488,33.36315,"201301.1.32"
1,1,71.7408727537372,-0.0685073421638703,"201301_Interp","201301.1","F",47.46953,-42.4936099943023,"Travel",387.2847,"out",7.465397,56.41921,"201301.1.56"
0,2,71.7608688281996,-0.0436303503579142,"201301_Interp","201301.1","F",47.46953,-42.4936099943023,"Travel",387.2847,"out",7.465397,116.41921,"201301.1.56"
0,3,73.0419874235073,1.55020132184542,"201301_Interp","201301.1","F",47.46953,-42.4936099943023,"Travel",387.2847,"out",7.465397,176.41921,"201301.1.56"
0,4,72.2930224277661,0.618418631346512,"201301_Interp","201301.1","F",47.46953,-42.4936099943023,"Travel",387.2847,"out",7.465397,123.58079,"201301.1.56"
0,5,71.1430292100494,-0.812280774570418,"201301_Interp","201301.1","F",47.46953,-42.4936099943023,"Travel",387.2847,"out",7.465397,63.58079,"201301.1.56"
0,6,70.7958522371675,-1.24420148609973,"201301_Interp","201301.1","F",47.46953,-42.4936099943023,"Travel",387.2847,"out",7.465397,3.58079,"201301.1.56"
1,1,71.0184483506325,-1.00919851058584,"201301_Interp","201301.1","F",46.9144,-42.3985599942611,"Travel",416.6977,"out",6.658496,64.23477,"201301.1.99"
0,2,73.2013579870608,0.501595473692324,"201301_Interp","201301.1","F",46.9144,-42.3985599942611,"Travel",416.6977,"out",6.658496,124.23477,"201301.1.99"
0,3,74.262907251823,1.23629480180645,"201301_Interp","201301.1","F",46.9144,-42.3985599942611,"Travel",416.6977,"out",6.658496,175.76523,"201301.1.99"
0,4,73.4179681285828,0.6515115734172,"201301_Interp","201301.1","F",46.9144,-42.3985599942611,"Travel",416.6977,"out",6.658496,115.76523,"201301.1.99"
0,5,72.4072374210153,-0.0480161794662175,"201301_Interp","201301.1","F",46.9144,-42.3985599942611,"Travel",416.6977,"out",6.658496,55.76523,"201301.1.99"
0,6,70.5517698755258,-1.33218715886393,"201301_Interp","201301.1","F",46.9144,-42.3985599942611,"Travel",416.6977,"out",6.658496,4.23477,"201301.1.99"
1,1,69.4079079321862,-0.743809277179659,"201301_Interp","201301.1","F",44.86064,-41.7090499939561,"Travel",574.7087,"out",9.07113,84.87218,"201301.1.148"
0,2,70.9741618610094,0.072425099134394,"201301_Interp","201301.1","F",44.86064,-41.7090499939561,"Travel",574.7087,"out",9.07113,144.87218,"201301.1.148"
0,3,73.010430102336,1.13360177513877,"201301_Interp","201301.1","F",44.86064,-41.7090499939561,"Travel",574.7087,"out",9.07113,155.12782,"201301.1.148"
0,4,72.8073954325,1.02779270162011,"201301_Interp","201301.1","F",44.86064,-41.7090499939561,"Travel",574.7087,"out",9.07113,95.12782,"201301.1.148"
0,5,70.7556811807037,-0.0414334767607741,"201301_Interp","201301.1","F",44.86064,-41.7090499939561,"Travel",574.7087,"out",9.07113,35.12782,"201301.1.148"
0,6,68.0555452188038,-1.44857682195285,"201301_Interp","201301.1","F",44.86064,-41.7090499939561,"Travel",574.7087,"out",9.07113,24.87218,"201301.1.148"
1,1,69.551464690489,-0.742161802390529,"201301_Interp","201301.1","F",43.49101,-41.5278399938744,"Travel",665.0571,"out",8.607309,122.5413,"201301.1.195"
0,2,71.374389519249,0.664657784479852,"201301_Interp","201301.1","F",43.49101,-41.5278399938744,"Travel",665.0571,"out",8.607309,177.4587,"201301.1.195"
0,3,72.5751011391982,1.5912920584101,"201301_Interp","201301.1","F",43.49101,-41.5278399938744,"Travel",665.0571,"out",8.607309,117.4587,"201301.1.195"
0,4,70.6092824465942,0.0741959075652538,"201301_Interp","201301.1","F",43.49101,-41.5278399938744,"Travel",665.0571,"out",8.607309,57.4587,"201301.1.195"
0,5,69.0655617957242,-1.11715132411271,"201301_Interp","201301.1","F",43.49101,-41.5278399938744,"Travel",665.0571,"out",8.607309,2.54130000000001,"201301.1.195"
0,6,69.9030468697242,-0.470832623951997,"201301_Interp","201301.1","F",43.49101,-41.5278399938744,"Travel",665.0571,"out",8.607309,62.5413,"201301.1.195"
1,1,70.9686404210702,-1.83751616338746,"201301_Interp","201301.1","F",41.41375,-41.2522099937489,"Travel",813.0378,"out",5.446436,112.6067,"201301.1.230"
0,2,74.0202857484282,0.880569260468566,"201301_Interp","201301.1","F",41.41375,-41.2522099937489,"Travel",813.0378,"out",5.446436,172.6067,"201301.1.230"
0,3,73.9127203814594,0.784761319274162,"201301_Interp","201301.1","F",41.41375,-41.2522099937489,"Travel",813.0378,"out",5.446436,127.3933,"201301.1.230"
0,4,73.515366041427,0.430839770768709,"201301_Interp","201301.1","F",41.41375,-41.2522099937489,"Travel",813.0378,"out",5.446436,67.3933,"201301.1.230"
0,5,72.9776936040561,-0.0480624141362601,"201301_Interp","201301.1","F",41.41375,-41.2522099937489,"Travel",813.0378,"out",5.446436,7.3933,"201301.1.230"
0,6,72.7952188539455,-0.210591772987731,"201301_Interp","201301.1","F",41.41375,-41.2522099937489,"Travel",813.0378,"out",5.446436,52.6067,"201301.1.230"
1,1,72.4747841780915,-0.851821378619504,"201301_Interp","201301.1","F",40.30767,-40.4753899933877,"Travel",940.0212,"out",10.35079,50.95477,"201301.1.247"
0,2,72.8958914185779,-0.544060559760991,"201301_Interp","201301.1","F",40.30767,-40.4753899933877,"Travel",940.0212,"out",10.35079,110.95477,"201301.1.247"
0,3,75.8766933589129,1.63442025893224,"201301_Interp","201301.1","F",40.30767,-40.4753899933877,"Travel",940.0212,"out",10.35079,170.95477,"201301.1.247"
