"","X.5","ID","step","angle","X.4","X.3","X.2","X.1","X","BirdId","TripID","Ring","Sex","Year","DateTime","DistTrav","WindU","WindV","WindSp","WindDir","SpeedKmH","Flying","Bearing","Dev.wind","Dev.wind2","Wind_sp_f","LoD","Dist_cro_shelf","x","y","State","Longitude","Latitude","Dist_col","max_dist"
"1",24984,201313.2,3.86162446783113,NA,98425,98425,91777,98537,98537,"201313","201313.2","BS5682","M",2013,2013-02-02 08:42:21,3.861619,2.949214,-6.812564,7.423537,156.5918,15.44647,"Yes",-80.08126,-123.3269,123.3269,-4.078606,"L",4.529863,51.63928,-46.35635,"Search",51.63928,-46.35635,10.9233708129472,779.844617614902
"2",24985,201313.2,12.5538827452784,0.532290108245789,98426,98426,91778,98538,98538,"201313","201313.2","BS5682","M",2013,2013-02-02 08:57:21,12.55406,2.949214,-6.812564,7.423537,156.5918,50.21623,"Yes",-110.5878,-92.82038,92.82038,-0.365275,"L",6.09285,51.58986,-46.35036,"Search",51.58986,-46.35036,14.6606756962964,779.844617614902
"3",24986,201313.2,13.2342132066906,0.632615736831885,98427,98427,91779,98539,98539,"201313","201313.2","BS5682","M",2013,2013-02-02 09:12:21,13.23445,3.647185,-7.406293,8.255613,153.7823,52.93782,"Yes",-146.833,-59.38465,59.38465,4.204352,"L",4.259396,51.43707,-46.38997,"Search",51.43707,-46.38997,25.3299219227404,779.844617614902
"4",24987,201313.2,13.2058396106879,0.805975649530536,98428,98428,91780,98540,98540,"201313","201313.2","BS5682","M",2013,2013-02-02 09:27:21,13.20595,3.578667,-7.619859,8.418379,154.8429,52.82379,"Yes",166.9855,-12.14257,12.14257,8.230037,"L",7.217024,51.34277,-46.48959,"Search",51.34277,-46.48959,34.0109309740071,779.844617614902
"5",24988,201313.2,5.67583170994149,0.10592639435026,98429,98429,91853,98541,98541,"201313","201313.2","BS5682","M",2013,2013-02-02 09:42:21,5.675406,2.988968,-6.746811,7.379254,156.1057,22.70163,"Yes",160.9208,-4.81505,4.81505,7.353211,"L",1.06455,51.38158,-46.60533,"Search",51.38158,-46.60533,37.3252188884738,779.844617614902
"6",24989,201313.2,0.333663967800638,1.14431416623976,98430,98430,91854,98542,98542,"201313","201313.2","BS5682","M",2013,2013-02-02 09:57:21,0.333744,3.076044,-6.697077,7.369728,155.3301,1.334976,"No",95.52875,59.80139,59.80139,3.706965,"L",4.69366,51.40582,-46.65358,"Search",51.40582,-46.65358,39.506176456249,779.844617614902
"7",24990,201313.2,0.283608899047158,0.183698909522072,98431,98431,91855,98543,98543,"201313","201313.2","BS5682","M",2013,2013-02-02 10:12:21,0.2838515,3.076044,-6.697077,7.369728,155.3301,1.135406,"No",84.6983,70.63184,70.63184,2.444074,"L",4.941269,51.41016,-46.65386,"Search",51.41016,-46.65386,39.2967110774488,779.844617614902
"8",24991,201313.2,4.97683638326232,-1.55758932965135,98432,98432,91856,98544,98544,"201313","201313.2","BS5682","M",2013,2013-02-02 10:27:21,4.977102,3.076044,-6.697077,7.369728,155.3301,19.90841,"Yes",174.0742,-18.74405,18.74405,6.978863,"L",5.095152,51.41385,-46.65363,"Search",51.41385,-46.65363,39.0823977176883,779.844617614902
"9",24992,201313.2,9.79435032572712,-0.253003837926877,98433,98433,91929,98545,98545,"201313","201313.2","BS5682","M",2013,2013-02-02 10:42:21,9.794537,3.961363,-7.275526,8.284061,151.4327,39.17815,"Yes",-171.4308,-37.13649,37.13649,6.60405,"L",5.945552,51.42057,-46.69816,"Search",51.42057,-46.69816,42.4713438915741,779.844617614902
"10",24993,201313.2,3.46107666153885,-0.124656748757782,98434,98434,91930,98546,98546,"201313","201313.2","BS5682","M",2013,2013-02-02 10:57:21,3.461034,3.961363,-7.275526,8.284061,151.4327,13.84414,"Yes",-164.294,-44.27336,44.27336,5.931532,"L",0.5812321,51.40146,-46.78528,"Search",51.40146,-46.78528,51.1871558823366,779.844617614902
"11",24994,201313.2,10.6815835159328,-0.571861692303289,98435,98435,91931,98547,98547,"201313","201313.2","BS5682","M",2013,2013-02-02 11:12:21,10.68164,3.961363,-7.275526,8.284061,151.4327,42.72654,"Yes",-131.5208,-77.04651,77.04651,1.856955,"L",2.663954,51.38918,-46.81525,"Search",51.38918,-46.81525,54.5010521837842,779.844617614902
"12",24995,201313.2,11.4857195524759,-0.328924391605971,98436,98436,91932,98548,98548,"201313","201313.2","BS5682","M",2013,2013-02-02 11:27:21,11.48544,3.902904,-7.423365,8.386835,152.2664,45.94177,"Yes",-112.6792,-95.05438,95.05438,-0.7388902,"L",1.263249,51.28427,-46.8789,"Travel",51.28427,-46.8789,64.8204534658018,779.844617614902
"13",24996,201313.2,13.3998831610948,0.301040090975147,98437,98437,92002,98549,98549,"201313","201313.2","BS5682","M",2013,2013-02-02 11:42:21,13.40021,3.62458,-8.257633,9.018098,156.3016,53.60085,"Yes",-129.9275,-73.77089,73.77089,2.520368,"L",6.884263,51.14514,-46.91865,"Travel",51.14514,-46.91865,74.7574504251907,779.844617614902
"14",24997,201313.2,9.03354888886997,-1.2909797528341,98438,98438,92003,98550,98550,"201313","201313.2","BS5682","M",2013,2013-02-02 11:57:21,9.033704,3.951567,-8.689665,9.54595,155.5466,36.13482,"Yes",-55.95601,-148.4973,148.4973,-8.139029,"L",19.89095,51.01004,-46.99593,"Search",51.01004,-46.99593,87.9670921303457,779.844617614902
"15",24998,201313.2,6.96047025003608,-1.30151419967922,98439,98439,92004,98551,98551,"201313","201313.2","BS5682","M",2013,2013-02-02 12:12:21,6.960814,3.535949,-8.481159,9.188743,157.3679,27.84326,"Yes",18.61102,138.7568,138.7568,-6.909186,"L",22.66493,50.91171,-46.9504,"Search",50.91171,-46.9504,89.5473133373043,779.844617614902
"16",24999,201313.2,6.25932687728309,-0.546405501257878,98440,98440,92005,98552,98552,"201313","201313.2","BS5682","M",2013,2013-02-02 12:27:21,6.258489,3.535949,-8.481159,9.188743,157.3679,25.03395,"Yes",49.9206,107.4473,107.4473,-2.75504,"L",17.82106,50.94086,-46.89106,"Search",50.94086,-46.89106,83.4948748147633,779.844617614902
"17",25000,201313.2,12.0018322571247,0.149947361794668,98441,98441,92074,98553,98553,"201313","201313.2","BS5682","M",2013,2013-02-02 12:42:21,12.00221,3.858439,-8.975415,9.769628,156.7376,48.00882,"Yes",41.32911,115.4085,115.4085,-4.191848,"L",11.61332,51.00366,-46.85479,"Search",51.00366,-46.85479,77.2384985954868,779.844617614902
"18",25001,201313.2,9.26443896693173,0.457522908558547,98442,98442,92075,98554,98554,"201313","201313.2","BS5682","M",2013,2013-02-02 12:57:21,9.26468,3.735837,-8.958803,9.706525,157.3638,37.05872,"Yes",15.11259,142.2512,142.2512,-7.674971,"L",0.3950131,51.10743,-46.77367,"Search",51.10743,-46.77367,65.3772724966699,779.844617614902
"19",25002,201313.2,6.28657069504239,1.30110965763532,98443,98443,92076,98555,98555,"201313","201313.2","BS5682","M",2013,2013-02-02 13:12:21,6.286427,3.735837,-8.958803,9.706525,157.3638,25.14571,"Yes",-59.43261,-143.2036,143.2036,-7.772686,"L",4.968899,51.13901,-46.69321,"Search",51.13901,-46.69321,58.0928133554457,779.844617614902
"20",25003,201313.2,7.3733589531259,0.920499693661677,98444,98444,92077,98556,98556,"201313","201313.2","BS5682","M",2013,2013-02-02 13:27:21,7.37396,3.185434,-8.832031,9.388917,160.1672,29.49584,"Yes",-112.1759,-87.6569,87.6569,0.3838507,"L",4.117491,51.06828,-46.66443,"Search",51.06828,-46.66443,61.0508045172784,779.844617614902
"21",25004,201313.2,6.74989583057632,0.0700535024690129,98445,98445,92146,98557,98557,"201313","201313.2","BS5682","M",2013,2013-02-02 13:42:21,6.749676,4.659436,-8.460783,9.658944,151.158,26.9987,"Yes",-116.1875,-92.65455,92.65455,-0.4473441,"L",1.135742,50.97902,-46.68943,"Travel",50.97902,-46.68943,68.3745641780299,779.844617614902
"22",25005,201313.2,10.8350265028049,-0.150779233413864,98446,98446,92147,98558,98558,"201313","201313.2","BS5682","M",2013,2013-02-02 13:57:21,10.83495,4.659436,-8.460783,9.658944,151.158,43.33978,"Yes",-107.5473,-101.2947,101.2947,-1.891762,"L",4.162072,50.8998,-46.7162,"Travel",50.8998,-46.7162,75.1146091603547,779.844617614902
"23",25006,201313.2,10.1877639452451,-0.116223837849694,98447,98447,92148,98559,98559,"201313","201313.2","BS5682","M",2013,2013-02-02 14:12:21,10.18788,4.811066,-8.332364,9.621572,149.9981,40.75153,"Yes",-100.8903,-109.1117,109.1117,-3.150203,"L",5.09179,50.76461,-46.74551,"Travel",50.76461,-46.74551,85.7893319390933,779.844617614902
"24",25007,201313.2,11.450635041455,0.227488886814826,98448,98448,92149,98560,98560,"201313","201313.2","BS5682","M",2013,2013-02-02 14:27:21,11.45051,4.811066,-8.332364,9.621572,149.9981,45.80203,"Yes",-113.9282,-96.07377,96.07377,-1.018047,"L",4.968821,50.63365,-46.76275,"Travel",50.63365,-46.76275,95.6356579605229,779.844617614902
"25",25008,201313.2,8.71341919434677,-0.144705312458347,98449,98449,92218,98561,98561,"201313","201313.2","BS5682","M",2013,2013-02-02 14:42:21,8.713894,4.963597,-7.752997,9.205773,147.372,34.85558,"Yes",-105.6341,-106.994,106.994,-2.69058,"L",13.33177,50.49653,-46.80444,"Travel",50.49653,-46.80444,107.071789712852,779.844617614902
"26",25009,201313.2,7.57585290236745,-0.33287093799603,98450,98450,92219,98562,98562,"201313","201313.2","BS5682","M",2013,2013-02-02 14:57:21,7.575819,4.96537,-7.790456,9.238295,147.488,30.30328,"Yes",-86.55908,-125.953,125.953,-5.423996,"L",21.03925,50.38656,-46.82551,"Travel",50.38656,-46.82551,115.67892316893,779.844617614902
"27",25010,201313.2,9.6211713288762,0.35285031341333,98451,98451,92220,98563,98563,"201313","201313.2","BS5682","M",2013,2013-02-02 15:12:21,9.621133,4.96537,-7.790456,9.238295,147.488,38.48453,"Yes",-106.7755,-105.7366,105.7366,-2.505561,"L",22.46929,50.28746,-46.82138,"Travel",50.28746,-46.82138,122.458769987746,779.844617614902
"28",25011,201313.2,8.37173259252888,-1.18094344689625,98452,98452,92221,98564,98564,"201313","201313.2","BS5682","M",2013,2013-02-02 15:27:21,8.371316,4.925493,-7.870725,9.284869,147.9617,33.48527,"Yes",-39.11785,-172.9204,172.9204,-9.214081,"L",29.24178,50.16669,-46.8463,"Search",50.16669,-46.8463,132.029646665028,779.844617614902
"29",25012,201313.2,7.07935695827733,1.02985322745155,98453,98453,92290,98565,98565,"201313","201313.2","BS5682","M",2013,2013-02-02 15:42:21,7.079505,4.600978,-7.954017,9.188873,149.9529,28.31802,"Yes",-98.11795,-111.9292,111.9292,-3.431677,"L",27.92973,50.09752,-46.78785,"Search",50.09752,-46.78785,134.784919889143,779.844617614902
"30",25013,201313.2,12.3900787328418,0.44825877445523,98454,98454,92291,98566,98566,"201313","201313.2","BS5682","M",2013,2013-02-02 15:57:21,12.39018,4.600978,-7.954017,9.188873,149.9529,49.56074,"Yes",-123.8054,-86.24176,86.24176,0.6023005,"L",32.79223,50.00572,-46.79681,"Search",50.00572,-46.79681,141.75180158818,779.844617614902
"31",25014,201313.2,8.0155403461564,-2.62539486308998,98455,98455,92292,98567,98567,"201313","201313.2","BS5682","M",2013,2013-02-02 16:12:21,8.015588,4.556859,-8.111238,9.303609,150.6729,32.06235,"Yes",26.6173,124.0556,124.0556,-5.209996,"L",35.89249,49.87071,-46.85874,"Search",49.87071,-46.85874,153.669930944177,779.844617614902
"32",25015,201313.2,10.776389156939,-0.289035907886483,98456,98456,92293,98568,98568,"201313","201313.2","BS5682","M",2013,2013-02-02 16:27:21,10.77731,4.600978,-7.954017,9.188873,149.9529,43.10923,"Yes",43.18073,106.7722,106.7722,-2.651601,"L",29.82322,49.91775,-46.79427,"Travel",49.91775,-46.79427,148.079158919107,779.844617614902
"33",25016,201313.2,12.0894988731708,-0.326616584167252,98457,98457,92362,98569,98569,"201313","201313.2","BS5682","M",2013,2013-02-02 16:42:21,12.08955,4.298887,-8.020496,9.099934,151.8092,48.35819,"Yes",61.89136,89.91788,89.91788,0.01304198,"L",26.20394,50.01421,-46.72354,"Travel",50.01421,-46.72354,138.886157463616,779.844617614902
"34",25017,201313.2,14.1546803521473,-0.178152777002885,98458,98458,92363,98570,98570,"201313","201313.2","BS5682","M",2013,2013-02-02 16:57:21,14.15496,4.298887,-8.020496,9.099934,151.8092,56.61983,"Yes",72.1002,79.70904,79.70904,1.625676,"D",16.60438,50.15357,-46.67222,"Travel",50.15357,-46.67222,127.189764683391,779.844617614902
"35",25018,201313.2,7.73094849638391,-0.137134076949178,98459,98459,92364,98571,98571,"201313","201313.2","BS5682","M",2013,2013-02-02 17:12:21,7.731047,3.718893,-7.662663,8.517428,154.1115,30.92419,"Yes",79.96016,74.15131,74.15131,2.32609,"D",3.466961,50.32947,-46.63295,"Travel",50.32947,-46.63295,113.110036370765,779.844617614902
"36",25019,201313.2,0.947006403356486,-2.1881098126207,98460,98460,92365,98572,98572,"201313","201313.2","BS5682","M",2013,2013-02-02 17:27:21,0.9472419,3.718893,-7.662663,8.517428,154.1115,3.788968,"No",-154.644,-51.24452,51.24452,5.331893,"D",1.979051,50.42886,-46.62078,"Search",50.42886,-46.62078,105.400619276314,779.844617614902
"37",25020,201313.2,0.323835755560179,1.22737599608708,98461,98461,92434,98573,98573,"201313","201313.2","BS5682","M",2013,2013-02-02 17:42:21,0.3245608,3.255094,-7.883708,8.529272,157.5648,1.298243,"No",135.029,22.53583,22.53583,7.877977,"D",1.731685,50.42357,-46.62848,"Search",50.42357,-46.62848,105.99009540267,779.844617614902
"38",25021,201313.2,0.327107729253857,0.101185068272853,98462,98462,92435,98574,98574,"201313","201313.2","BS5682","M",2013,2013-02-02 17:57:21,0.3262997,3.255094,-7.883708,8.529272,157.5648,1.305199,"No",129.1621,28.40274,28.40274,7.502568,"D",1.43054,50.42656,-46.63054,"Rest",50.42656,-46.63054,105.821237714101,779.844617614902
"39",25022,201313.2,0.343398338460551,-0.0157135225698928,98463,98463,92436,98575,98575,"201313","201313.2","BS5682","M",2013,2013-02-02 18:12:21,0.343544,3.255094,-7.883708,8.529272,157.5648,1.374176,"No",130.0372,27.52757,27.52757,7.563661,"D",1.124196,50.42987,-46.6324,"Rest",50.42987,-46.6324,105.624083190252,779.844617614902
"40",25023,201313.2,0.351764630585435,0.0157945984541806,98464,98464,92437,98576,98576,"201313","201313.2","BS5682","M",2013,2013-02-02 18:27:21,0.3521033,3.255094,-7.883708,8.529272,157.5648,1.408413,"No",129.2096,28.35517,28.35517,7.505934,"D",0.8228648,50.4333,-46.63439,"Rest",50.4333,-46.63439,105.422148989928,779.844617614902
"41",25024,201313.2,0.365114000346022,0.140145041000541,98465,98465,92506,98577,98577,"201313","201313.2","BS5682","M",2013,2013-02-02 18:42:21,0.3644809,2.851856,-8.258371,8.73692,160.9487,1.457924,"No",121.2151,39.73363,39.73363,6.718906,"D",0.5616201,50.43686,-46.63639,"Rest",50.43686,-46.63639,105.211596030596,779.844617614902
"42",25025,201313.2,0.354874698361345,0.107402048647595,98466,98466,92507,98578,98578,"201313","201313.2","BS5682","M",2013,2013-02-02 18:57:21,0.3551147,2.851856,-8.258371,8.73692,160.9487,1.420459,"No",114.9638,45.98493,45.98493,6.070828,"D",0.397764,50.44094,-46.63809,"Rest",50.44094,-46.63809,104.955115209276,779.844617614902
"43",25026,201313.2,0.363384104941471,-0.0995746384810496,98467,98467,92508,98579,98579,"201313","201313.2","BS5682","M",2013,2013-02-02 19:12:21,0.3636026,2.851856,-8.258371,8.73692,160.9487,1.454411,"No",120.7908,40.15791,40.15791,6.677366,"D",0.479989,50.44514,-46.63944,"Rest",50.44514,-46.63944,104.680799871186,779.844617614902
"44",25027,201313.2,1.20099288574735,-1.74068449301256,98468,98468,92509,98580,98580,"201313","201313.2","BS5682","M",2013,2013-02-02 19:27:21,1.200913,2.851856,-8.258371,8.73692,160.9487,4.803653,"No",-139.5256,-59.52571,59.52571,4.430944,"D",0.7694538,50.44922,-46.64111,"Search",50.44922,-46.64111,104.424733641045,779.844617614902
"45",25028,201313.2,5.87099142545373,-0.313044174051887,98469,98469,92578,98581,98581,"201313","201313.2","BS5682","M",2013,2013-02-02 19:42:21,5.870745,2.612391,-8.506331,8.898442,162.9277,23.48298,"Yes",-121.6116,-75.46076,75.46076,2.233891,"D",1.618042,50.43904,-46.64933,"Search",50.43904,-46.64933,105.408292943246,779.844617614902
"46",25029,201313.2,7.30789482029301,-0.19201578164725,98470,98470,92579,98582,98582,"201313","201313.2","BS5682","M",2013,2013-02-02 19:57:21,7.308476,3.274146,-8.63034,9.230536,159.2244,29.2339,"Yes",-110.6041,-90.17143,90.17143,-0.02761869,"D",5.169806,50.37369,-46.67699,"Travel",50.37369,-46.67699,111.033902394732,779.844617614902
"47",25030,201313.2,8.09550076339822,-0.0251820949820684,98471,98471,92580,98583,98583,"201313","201313.2","BS5682","M",2013,2013-02-02 20:12:21,8.095394,3.274146,-8.63034,9.230536,159.2244,32.38158,"Yes",-109.1618,-91.61371,91.61371,-0.2599394,"D",10.87545,50.28425,-46.70009,"Travel",50.28425,-46.70009,118.305431871779,779.844617614902
"48",25031,201313.2,9.17332118069215,0.124160062581181,98472,98472,92581,98584,98584,"201313","201313.2","BS5682","M",2013,2013-02-02 20:27:21,9.173146,3.307825,-8.691922,9.300065,159.165,36.69258,"Yes",-116.2764,-84.55855,84.55855,0.8819116,"D",18.22594,50.18422,-46.72395,"Travel",50.18422,-46.72395,126.376670282452,779.844617614902
"49",25032,201313.2,7.3596350207501,-0.213287341634558,98473,98473,92650,98585,98585,"201313","201313.2","BS5682","M",2013,2013-02-02 20:42:21,7.359681,3.17584,-8.788841,9.345035,160.1327,29.43872,"Yes",-104.0549,-95.81236,95.81236,-0.9463809,"D",26.99631,50.07655,-46.76043,"Travel",50.07655,-46.76043,135.400826872739,779.844617614902
"50",25033,201313.2,3.68483426051686,-0.953236803110974,98474,98474,92651,98586,98586,"201313","201313.2","BS5682","M",2013,2013-02-02 20:57:21,3.685039,3.17584,-8.788841,9.345035,160.1327,14.74015,"Yes",-49.44804,-150.4192,150.4192,-8.12701,"D",29.99196,49.98307,-46.77647,"Search",49.98307,-46.77647,142.742273451782,779.844617614902
"51",25034,201313.2,9.17528033947943,-2.19414965942387,98475,98475,92652,98587,98587,"201313","201313.2","BS5682","M",2013,2013-02-02 21:12:21,9.176094,3.17584,-8.788841,9.345035,160.1327,36.70438,"Yes",76.27321,83.85952,83.85952,0.9996063,"D",26.63216,49.94643,-46.75491,"Search",49.94643,-46.75491,144.777337627572,779.844617614902
"52",25035,201313.2,0.756032470217335,1.31510079733452,98476,98476,92653,98588,98588,"201313","201313.2","BS5682","M",2013,2013-02-02 21:27:21,0.75532,3.17584,-8.788841,9.345035,160.1327,3.02128,"No",0.914753,159.218,159.218,-8.73702,"D",26.13574,50.06305,-46.73527,"Search",50.06305,-46.73527,135.619302517477,779.844617614902
"53",25036,201313.2,1.60199175223531,-1.34787598697141,98477,98477,92722,98589,98589,"201313","201313.2","BS5682","M",2013,2013-02-02 21:42:21,1.602019,3.734436,-8.968189,9.71465,157.3927,6.408077,"No",78.13408,79.25863,79.25863,1.810578,"D",25.71163,50.06321,-46.72847,"Search",50.06321,-46.72847,135.409034560725,779.844617614902
"54",25037,201313.2,2.18409220490636,3.01502601651504,98478,98478,92723,98590,98590,"201313","201313.2","BS5682","M",2013,2013-02-02 21:57:21,2.184007,3.734436,-8.968189,9.71465,157.3927,8.736027,"No",-94.60509,-108.0022,108.0022,-3.002347,"D",24.22066,50.08372,-46.72551,"Search",50.08372,-46.72551,133.8120775033,779.844617614902
"55",25038,201313.2,7.23107130674799,0.00523172917323352,98479,98479,92724,98591,98591,"201313","201313.2","BS5682","M",2013,2013-02-02 22:12:21,7.231473,3.734436,-8.968189,9.71465,157.3927,28.92589,"Yes",-94.89118,-107.7161,107.7161,-2.956177,"D",26.14586,50.05524,-46.72708,"Travel",50.05524,-46.72708,135.956552833599,779.844617614902
"56",25039,201313.2,9.04004735718006,0.170285445186613,98480,98480,92725,98592,98592,"201313","201313.2","BS5682","M",2013,2013-02-02 22:27:21,9.040091,3.734436,-8.968189,9.71465,157.3927,36.16036,"Yes",-104.6503,-97.957,97.957,-1.344798,"D",24.87595,49.96098,-46.73259,"Travel",49.96098,-46.73259,143.071003892141,779.844617614902
"57",25040,201313.2,10.5529133375257,0.152821915199246,98481,98481,92794,98593,98593,"201313","201313.2","BS5682","M",2013,2013-02-02 22:42:21,10.55233,3.604472,-8.823119,9.530984,157.7787,42.20931,"Yes",-113.404,-88.81727,88.81727,0.1967297,"D",23.99116,49.84651,-46.7531,"Travel",49.84651,-46.7531,152.097012738381,779.844617614902
"58",25041,201313.2,11.0394608764713,0.0796122667502389,98482,98482,92795,98594,98594,"201313","201313.2","BS5682","M",2013,2013-02-02 22:57:21,11.04014,3.604472,-8.823119,9.530984,157.7787,44.16056,"Yes",-117.9673,-84.25398,84.25398,0.9542322,"D",26.60043,49.71967,-46.79074,"Travel",49.71967,-46.79074,162.510153200029,779.844617614902
"59",25042,201313.2,10.5451041212519,0.0827646926779427,98483,98483,92796,98595,98595,"201313","201313.2","BS5682","M",2013,2013-02-02 23:12:21,10.54506,3.604472,-8.823119,9.530984,157.7787,42.18026,"Yes",-122.7094,-79.51193,79.51193,1.734932,"D",31.20769,49.59186,-46.83724,"Travel",49.59186,-46.83724,173.262362893986,779.844617614902
"60",25043,201313.2,6.77891340265814,0.0143401700355171,98484,98484,92797,98596,98596,"201313","201313.2","BS5682","M",2013,2013-02-02 23:27:21,6.779043,3.499801,-8.949026,9.609041,158.6404,27.11617,"Yes",-123.534,-77.82561,77.82561,2.026431,"D",37.05869,49.47544,-46.88844,"Travel",49.47544,-46.88844,183.350468245768,779.844617614902
"61",25044,201313.2,1.11472055014328,0.0751129009346606,98485,98485,92866,98597,98597,"201313","201313.2","BS5682","M",2013,2013-02-02 23:42:21,1.114903,3.283537,-8.770899,9.365377,159.4757,4.459611,"No",-127.8683,-72.65597,72.65597,2.791899,"D",41.80606,49.40125,-46.9221,"Search",49.40125,-46.9221,189.831703041387,779.844617614902
"62",25045,201313.2,3.66539263996445,0.131116951081931,98486,98486,92867,98598,98598,"201313","201313.2","BS5682","M",2013,2013-02-02 23:57:21,3.665056,3.283537,-8.770899,9.365377,159.4757,14.66022,"Yes",-135.34,-65.18422,65.18422,3.930668,"D",42.69265,49.38969,-46.92825,"Search",49.38969,-46.92825,190.872510596455,779.844617614902
"63",25046,201313.2,11.349873908104,-0.198917884964649,98487,98487,92868,98599,98599,"201313","201313.2","BS5682","M",2013,2013-02-03 00:12:21,11.35047,3.283537,-8.770899,9.365377,159.4757,45.40189,"Yes",-123.9538,-76.5705,76.5705,2.175097,"D",45.92392,49.35585,-46.9517,"Travel",49.35585,-46.9517,194.105237787864,779.844617614902
"64",25047,201313.2,12.828456483317,-0.0359726085858505,98488,98488,92869,98600,98600,"201313","201313.2","BS5682","M",2013,2013-02-03 00:27:21,12.82892,3.577885,-9.137565,9.81307,158.6168,51.31566,"Yes",-121.888,-79.49519,79.49519,1.789099,"D",55.2594,49.23204,-47.00865,"Travel",49.23204,-47.00865,205.006277005412,779.844617614902
"65",25048,201313.2,12.0685402466152,-0.00214988447724425,98489,98489,92938,98601,98601,"201313","201313.2","BS5682","M",2013,2013-02-03 00:42:21,12.06831,3.524745,-8.6613,9.351039,157.856,48.27324,"Yes",-121.7622,-80.38185,80.38185,1.562381,"D",66.36908,49.08864,-47.06952,"Travel",49.08864,-47.06952,217.485068911245,779.844617614902
"66",25049,201313.2,10.3406240540185,-0.0326289553156127,98490,98490,92939,98602,98602,"201313","201313.2","BS5682","M",2013,2013-02-03 00:57:21,10.34082,3.480565,-8.642715,9.317235,158.0645,41.36329,"Yes",-119.9024,-82.03307,82.03307,1.291383,"D",76.01779,48.95341,-47.12659,"Travel",48.95341,-47.12659,229.259414065748,779.844617614902
"67",25050,201313.2,11.8082473962945,-0.0856750901931369,98491,98491,92940,98603,98603,"201313","201313.2","BS5682","M",2013,2013-02-03 01:12:21,11.80805,3.480565,-8.642715,9.317235,158.0645,47.2322,"Yes",-114.984,-86.95144,86.95144,0.4955124,"L",84.50792,48.83516,-47.17289,"Travel",48.83516,-47.17289,239.429086661761,779.844617614902
"68",25051,201313.2,13.8111712270588,0.165875979348666,98492,98492,92941,98604,98604,"201313","201313.2","BS5682","M",2013,2013-02-03 01:27:21,13.81148,3.480565,-8.642715,9.317235,158.0645,55.24592,"Yes",-124.491,-77.4445,77.4445,2.025429,"L",94.13756,48.69386,-47.21767,"Travel",48.69386,-47.21767,251.179065020107,779.844617614902
"69",25052,201313.2,12.9315070365889,-0.0496072600793968,98493,98493,93010,98605,98605,"201313","201313.2","BS5682","M",2013,2013-02-03 01:42:21,12.93214,3.550392,-7.763103,8.536454,155.4234,51.72855,"Yes",-121.65,-82.9266,82.9266,1.051185,"L",106.9147,48.54338,-47.28792,"Travel",48.54338,-47.28792,264.56511191697,779.844617614902
"70",25053,201313.2,3.1342098911255,-0.553893405557414,98494,98494,93011,98606,98606,"201313","201313.2","BS5682","M",2013,2013-02-03 01:57:21,3.134026,3.550392,-7.763103,8.536454,155.4234,12.5361,"Yes",-89.90481,-114.6718,114.6718,-3.563285,"L",118.8498,48.39769,-47.34886,"Search",48.39769,-47.34886,277.259385270243,779.844617614902
"71",25054,201313.2,6.07868757637414,0.292487678520618,98495,98495,93012,98607,98607,"201313","201313.2","BS5682","M",2013,2013-02-03 02:12:21,6.079068,3.546963,-7.687404,8.466235,155.2314,24.31627,"Yes",-106.673,-98.09554,98.09554,-1.19225,"L",120.7587,48.35621,-47.34881,"Travel",48.35621,-47.34881,280.177751508498,779.844617614902
"72",25055,201313.2,9.75400104274748,0.194601069629736,98496,98496,93013,98608,98608,"201313","201313.2","BS5682","M",2013,2013-02-03 02:27:21,9.753857,3.546963,-7.687404,8.466235,155.2314,39.01543,"Yes",-117.8234,-86.94518,86.94518,0.4511769,"L",125.7802,48.27912,-47.36447,"Travel",48.27912,-47.36447,286.23145407081,779.844617614902
"73",25056,201313.2,5.38712498485102,0.105341496793236,98497,98497,93082,98609,98609,"201313","201313.2","BS5682","M",2013,2013-02-03 02:42:21,5.38711,2.28519,-7.701025,8.032925,163.4724,21.54844,"Yes",-123.8559,-72.67179,72.67179,2.392566,"L",134.854,48.16483,-47.40536,"Travel",48.16483,-47.40536,295.901489785872,779.844617614902
"74",25057,201313.2,0.205729901310874,2.69162624044321,98498,98498,93083,98610,98610,"201313","201313.2","BS5682","M",2013,2013-02-03 02:57:21,0.2057753,2.28519,-7.701025,8.032925,163.4724,0.8231012,"No",81.93784,81.53451,81.53451,1.182556,"L",140.0725,48.10553,-47.43234,"Search",48.10553,-47.43234,301.147837045457,779.844617614902
"75",25058,201313.2,0.233969110566038,-0.0553380312699303,98499,98499,93084,98611,98611,"201313","201313.2","BS5682","M",2013,2013-02-03 03:12:21,0.2335135,2.28519,-7.701025,8.032925,163.4724,0.934054,"No",85.24675,78.2256,78.2256,1.639188,"L",139.9145,48.10823,-47.43208,"Rest",48.10823,-47.43208,300.947715962805,779.844617614902
"76",25059,201313.2,0.180317251929644,-0.0733019768427792,98500,98500,93085,98612,98612,"201313","201313.2","BS5682","M",2013,2013-02-03 03:27:21,0.1808437,2.28519,-7.701025,8.032925,163.4724,0.723375,"No",89.09675,74.3756,74.3756,2.163508,"L",139.7437,48.11132,-47.4319,"Rest",48.11132,-47.4319,300.723411521845,779.844617614902
